,TIME OCC,Vict Age,Crm Cd Desc,AREA NAME,Vict Sex,Premis Desc,Weapon Desc,LOCATION
906463,2045,32,80,6,0,66,68,795
906466,1400,15,23,14,1,189,70,4651
906468,1450,49,2,13,1,199,69,39
906475,1800,44,52,15,0,188,58,4340
906496,1400,47,4,16,1,165,68,7855
906501,845,25,4,9,0,188,58,4163
906502,1700,19,8,6,1,188,68,2435
906508,2215,42,80,12,1,151,68,9827
906509,2215,28,37,7,1,199,58,2221
906519,1210,68,4,8,0,136,58,6234
906521,2140,69,72,12,0,218,68,4623
906522,1930,36,80,6,1,163,68,8288
906523,445,9,19,20,0,189,58,3194
906524,1015,22,64,6,0,158,58,7085
906527,2345,35,23,15,0,199,70,9278
906536,437,37,45,0,0,189,38,2769
906546,1830,20,56,12,1,16,58,9751
906552,2030,26,56,11,1,3,58,7990
906553,1245,34,2,13,1,199,24,9088
906554,2130,37,23,14,0,199,70,2243
906558,1510,24,37,6,0,188,58,9518
906564,2215,25,37,7,0,165,58,9797
906571,1450,37,4,10,1,151,58,7270
906574,15,30,2,15,1,199,24,9513
906576,1439,54,6,15,1,188,58,5068
906582,1845,33,4,7,0,79,58,2275
906583,1600,66,37,5,0,189,58,8699
906587,1230,46,36,0,0,188,58,8159
906588,1430,60,4,8,1,188,58,5118
906590,1625,39,37,14,1,151,58,2848
906604,1130,44,86,14,1,189,38,8934
906610,145,31,36,0,0,151,58,7071
906611,1437,33,2,0,0,199,24,9394
906619,2100,25,2,15,1,165,66,4908
906631,700,35,36,7,0,151,58,8544
906639,1040,58,4,19,0,151,58,2844
906644,730,31,23,20,1,199,24,3347
906658,2024,41,10,3,1,165,24,630
906664,1220,38,2,8,0,188,58,9288
906673,910,31,4,15,0,149,58,9512
906679,2340,22,10,8,1,199,37,1452
906690,1350,25,10,14,1,199,21,8602
906691,1340,38,4,0,0,151,58,7097
906692,1000,23,4,16,0,63,58,6394
906695,1200,35,3,4,1,21,58,9414
906702,1800,23,4,0,0,189,58,7531
906711,2130,49,4,2,1,188,58,9738
906712,1530,51,2,19,0,199,68,6295
906720,800,57,10,6,1,188,51,3151
906734,1235,54,4,15,0,149,58,9379
906741,200,32,37,8,0,151,58,905
906751,1610,39,80,17,1,199,58,10027
906755,1920,40,4,11,1,199,58,8613
906758,645,30,36,16,0,189,68,8242
906759,1230,21,2,1,1,190,66,5916
906762,1635,33,56,19,1,165,58,6291
906771,1700,44,22,5,0,189,43,5613
906774,2250,43,2,6,1,199,24,6275
906781,930,25,72,12,0,218,68,6634
906785,1845,22,56,0,1,199,24,8387
906798,2150,43,37,13,0,151,58,5964
906803,1330,29,4,13,1,140,58,4692
906807,400,26,56,0,1,165,14,7865
906809,1315,35,37,14,0,189,58,687
906815,1657,12,76,3,0,223,70,1478
906821,50,28,10,4,1,188,53,6019
906833,1840,30,4,2,0,189,58,8980
906835,800,43,37,11,0,151,68,8723
906841,1700,29,2,8,1,66,28,1101
906842,1345,48,56,7,1,199,28,8832
906844,2352,30,2,14,0,188,37,8512
906852,130,34,36,15,0,151,58,4411
906854,700,51,2,16,1,199,24,9200
906856,940,44,4,19,0,29,58,3285
906860,1115,27,2,8,0,165,69,1582
906861,1915,34,43,16,0,151,58,3823
906863,1800,55,4,3,0,151,58,1171
906867,1355,44,4,17,1,189,58,5656
906873,830,28,4,17,1,151,58,2166
906876,2000,23,2,20,1,199,24,2980
906894,1330,41,23,15,0,199,70,9750
906903,1010,38,2,12,1,189,51,2915
906906,700,52,4,1,1,188,68,9381
906923,2130,54,37,19,0,189,58,3438
906931,2240,56,1,7,1,199,23,457
906933,900,39,4,7,0,70,58,2523
906939,5,54,2,13,1,165,68,7491
906940,2310,42,37,13,0,199,58,9091
906944,1250,43,2,0,1,199,51,7988
906950,416,25,4,2,1,189,58,3440
906957,2156,19,4,12,0,47,58,8808
906962,1800,25,4,7,0,199,58,8578
906975,2345,63,37,0,0,188,58,7179
906978,1800,23,56,14,0,164,70,1026
906979,2130,22,2,3,0,199,14,8802
906986,700,58,4,15,1,189,58,4579
906989,150,54,2,2,1,122,15,3995
906994,2300,24,14,9,0,3,68,2911
907003,700,33,4,17,0,223,58,10023
907005,1552,30,43,7,0,199,58,9857
907011,1912,29,2,4,1,199,66,162
907022,1630,57,37,19,0,189,58,7066
907024,1630,74,37,0,0,189,46,3425
907030,1145,39,4,13,0,199,68,8603
907047,950,30,36,8,0,189,58,6334
907048,1430,64,4,1,0,188,58,9079
907057,1915,50,4,6,0,151,58,6194
907064,530,26,4,0,0,151,58,6796
907071,200,51,56,7,0,199,70,8806
907074,830,35,23,16,1,189,70,7294
907085,1515,33,4,16,0,189,58,4122
907089,1500,77,77,8,0,199,15,9601
907098,2200,14,52,2,0,189,58,522
907103,920,39,10,14,1,158,35,8959
907123,2140,40,3,10,1,199,29,6571
907129,1830,39,56,13,1,188,67,10138
907135,300,54,82,12,1,188,68,6634
907163,2030,33,2,16,1,199,33,9745
907170,2045,21,2,6,0,151,32,2728
907201,1650,33,2,15,1,188,68,9278
907204,1600,47,74,0,0,199,58,9450
907208,2100,31,75,12,1,218,68,5926
907209,2040,41,10,6,1,199,24,9617
907211,1100,36,37,19,1,151,58,3075
907228,1530,51,4,13,1,165,58,1732
907241,2300,31,4,2,1,20,58,410
907243,1620,23,23,1,1,165,70,5388
907244,300,21,23,15,0,189,70,4384
907246,1630,23,2,0,1,189,28,6551
907251,2130,26,4,3,1,165,58,1137
907252,530,33,4,20,0,165,58,5753
907253,1715,21,10,14,0,199,51,5401
907255,1450,36,4,1,1,74,58,8065
907258,2300,24,7,13,0,3,58,10111
907261,1420,58,23,15,0,189,70,4809
907265,2250,39,4,7,0,86,58,2520
907273,2100,26,56,14,1,199,24,515
907275,1550,99,4,6,1,189,56,9975
907276,1805,30,2,11,1,199,32,10117
907279,2330,25,37,0,0,189,58,8157
907303,900,16,4,6,0,159,58,9975
907309,1300,26,4,9,0,159,58,5554
907319,1329,56,72,12,0,188,68,40
907337,200,27,56,13,1,188,28,7352
907348,2110,30,4,0,0,90,58,5847
907357,930,32,37,1,0,151,58,7398
907365,1950,40,10,12,1,218,24,4623
907368,600,48,13,18,0,189,68,1632
907372,1115,45,4,1,1,151,58,5906
907375,2100,62,4,18,1,165,58,8457
907380,1200,17,24,7,1,189,58,2823
907384,1645,53,4,4,1,199,58,2792
907400,1700,56,10,16,1,158,56,3986
907418,800,13,24,9,0,193,58,94
907422,1215,76,4,15,1,166,58,5174
907426,1120,71,4,8,0,188,58,9226
907428,545,33,36,16,1,90,58,7611
907432,700,15,18,19,0,151,58,2808
907433,900,29,75,12,0,218,68,4623
907442,1830,33,4,14,0,60,58,9652
907466,1840,73,75,12,0,218,68,4623
907467,1300,40,43,17,1,165,70,6150
907469,1904,49,72,12,0,218,68,5926
907481,1010,34,4,20,1,165,58,3610
907492,1810,40,4,17,0,182,68,6361
907493,745,27,36,11,0,151,58,8096
907502,915,60,4,19,1,188,58,10055
907510,1935,57,2,14,1,199,0,9381
907519,2100,32,4,4,0,189,58,4410
907520,2100,40,2,11,1,188,24,10065
907521,700,32,4,13,1,151,58,811
907524,2320,36,2,0,1,189,32,3572
907529,232,42,2,4,1,165,24,8190
907532,515,35,4,11,1,188,68,5253
907536,1240,30,36,0,1,199,58,9393
907541,1200,33,80,12,1,218,68,40
907549,815,42,2,10,1,165,24,3752
907564,1630,34,10,6,1,188,24,9926
907571,750,25,56,4,0,189,58,3604
907573,1615,55,2,4,0,3,24,1695
907580,100,39,37,7,0,151,58,8336
907582,1200,32,4,2,1,151,58,8954
907583,1220,43,10,16,1,165,21,7164
907599,1000,54,4,0,0,189,58,1372
907600,2000,4,4,7,0,189,58,2223
907601,945,32,23,15,0,151,70,5190
907622,1540,14,4,14,0,227,58,4631
907630,1100,25,2,14,1,158,8,544
907634,715,26,2,15,1,199,24,2997
907643,1622,42,4,8,1,79,68,6143
907645,1315,52,2,15,1,199,39,6264
907649,2000,44,23,14,1,189,58,1848
907651,2100,62,37,0,0,189,58,7132
907653,1140,17,56,1,0,67,58,5337
907655,1430,18,4,14,0,189,58,8926
907673,808,32,2,0,0,86,24,7347
907685,1610,49,80,6,0,199,20,9855
907692,800,27,4,1,0,188,56,8040
907701,945,48,4,7,0,188,58,9229
907714,1400,31,4,19,1,189,58,5795
907715,2000,37,2,0,0,199,66,7984
907720,1143,64,56,0,0,165,58,2794
907729,2200,40,56,11,1,199,54,9608
907733,1800,44,81,18,0,189,68,4337
907734,2055,29,56,14,1,199,51,8884
907740,2130,47,80,5,0,199,24,4434
907742,1040,64,2,14,0,188,68,8958
907753,1700,50,56,0,0,199,58,9945
907760,1620,47,80,7,0,199,58,9997
907761,1930,32,37,0,0,199,58,7859
907770,1900,49,4,14,1,217,58,3704
907773,705,57,56,14,1,60,58,5436
907777,1000,22,2,3,1,199,56,7956
907785,200,53,4,1,1,151,58,3687
907795,100,52,36,4,0,151,58,833
907800,1545,56,75,12,1,218,68,4623
907801,900,43,4,19,0,63,58,3312
907802,2320,25,37,6,0,151,58,2952
907807,1330,40,37,7,0,88,58,1480
907808,1450,62,4,8,0,158,58,905
907814,940,14,2,8,1,67,58,6175
907816,1655,27,4,2,0,189,58,1436
907820,2110,35,4,19,1,189,70,7893
907829,1400,20,36,14,1,199,43,693
907830,1230,34,37,15,1,151,58,6768
907834,1215,64,56,14,1,199,58,9217
907839,1520,63,4,9,1,151,58,8656
907840,1130,17,72,12,0,218,68,4623
907841,2220,33,4,7,1,151,58,2297
907842,1000,53,80,6,0,151,68,6244
907855,700,31,37,0,0,151,58,8574
907860,330,19,14,9,1,226,68,9726
907863,1515,32,10,20,1,199,21,9146
907865,1830,69,13,18,0,189,68,6625
907867,1800,12,18,2,0,151,58,3290
907869,1000,26,37,0,1,48,58,9416
907880,1530,61,4,14,1,189,58,173
907888,2130,74,14,6,1,151,68,2729
907891,1330,34,56,1,1,165,58,4717
907895,1349,35,10,15,0,151,27,5248
907898,145,37,4,12,1,199,58,10112
907910,1430,58,72,12,1,218,68,3544
907913,200,23,37,7,0,151,58,8302
907916,1511,39,37,14,0,189,68,8051
907918,645,53,72,12,1,218,68,5926
907919,2300,32,2,7,1,165,58,8333
907932,200,29,4,8,0,188,58,1570
907934,1620,15,75,15,1,99,54,6095
907944,810,34,23,0,0,189,70,8665
907949,1600,43,37,19,0,189,58,5802
907956,1200,30,37,14,0,199,58,739
907964,1509,18,3,15,1,199,54,9074
907965,830,48,23,3,1,199,70,7809
907966,1750,53,4,14,0,189,58,6637
907980,1610,19,37,10,0,151,58,3739
908007,630,58,4,8,1,188,58,6428
908009,100,37,4,11,1,165,24,4584
908012,1930,42,37,14,0,188,58,9219
908024,830,44,10,15,1,189,50,3208
908025,307,30,80,6,0,166,68,1686
908026,1805,70,14,9,0,199,68,8014
908032,1100,48,4,18,0,85,58,4281
908038,1220,42,10,4,1,188,70,1779
908048,1125,50,4,12,1,21,58,10112
908056,1530,46,56,9,0,31,58,3707
908058,1330,51,4,13,1,158,58,4419
908071,1400,32,23,4,0,189,70,1617
908082,1230,40,4,0,1,165,58,6367
908088,1830,36,4,14,1,227,58,539
908098,1725,19,7,2,0,165,58,8899
908102,2325,32,14,9,1,199,68,2911
908103,952,17,4,4,0,188,58,4298
908106,1800,49,56,9,1,199,58,7086
908133,600,31,2,8,1,159,32,6234
908141,2300,47,10,12,1,204,68,8975
908143,320,37,2,2,1,189,15,2871
908164,1150,35,10,1,0,151,66,7466
908165,1730,32,4,2,0,151,58,8461
908171,2230,29,37,0,1,223,58,8755
908173,1400,56,80,14,0,189,58,6667
908198,805,65,4,1,0,87,58,4644
908199,5,32,2,13,1,151,68,3891
908208,1415,24,2,7,1,199,24,9201
908212,1200,39,37,3,0,189,58,1461
908224,2319,20,25,13,0,188,24,9146
908232,115,25,14,9,1,199,68,8649
908248,1300,32,4,3,1,189,58,411
908251,1345,20,4,9,0,75,58,9214
908252,1548,28,10,2,1,165,56,441
908265,225,39,13,8,0,59,58,1435
908273,2305,66,4,3,1,160,58,9005
908274,1300,25,16,15,0,151,39,4186
908283,930,58,37,8,1,189,58,1106
908291,600,23,14,12,0,199,68,32
908292,1630,47,23,8,0,159,70,943
908298,1830,36,2,16,1,199,68,9856
908301,2130,38,4,13,1,86,68,2110
908303,1230,28,2,18,1,189,58,2358
908309,200,42,37,3,0,189,68,1836
908315,1100,23,7,7,0,44,58,2239
908316,1940,37,2,5,1,199,24,4457
908318,2000,34,14,12,1,199,68,8845
908325,210,29,2,1,1,154,58,6745
908326,1430,22,4,15,0,86,48,5462
908331,1100,43,36,4,0,199,28,6764
908334,2100,63,37,7,0,151,45,2216
908355,915,40,4,14,1,82,58,7545
908356,1055,27,2,6,1,165,58,7599
908358,5,32,4,7,0,199,58,8436
908362,1230,28,37,4,0,189,58,1318
908364,1315,24,75,12,1,218,68,4623
908366,1900,54,13,18,1,189,68,557
908371,1605,40,4,1,1,199,58,6591
908373,1845,27,37,11,0,151,58,5979
908395,1459,19,2,9,1,199,27,2944
908405,1110,57,56,5,1,199,32,5971
908410,1745,29,56,1,0,199,58,7350
908414,2347,55,43,7,1,199,58,9893
908418,1745,28,4,6,1,188,58,9926
908419,1530,65,0,7,1,189,19,8998
908421,1830,51,4,0,1,189,58,7423
908430,2000,28,2,4,0,189,28,231
908451,1900,25,37,0,1,189,58,862
908454,1220,43,10,4,0,188,70,1779
908463,1440,74,2,11,0,188,39,1351
908466,120,28,4,1,1,190,58,288
908468,1,35,37,4,0,189,58,1772
908469,2030,20,37,13,1,151,58,8100
908473,920,43,4,12,1,199,58,10143
908475,1530,13,4,15,0,199,58,5091
908478,2230,27,2,15,1,188,21,1367
908487,415,49,4,0,0,189,58,68
908496,30,35,37,9,0,199,58,5596
908506,1750,36,4,14,1,189,56,8868
908514,300,43,10,17,0,189,58,2607
908517,1250,56,56,14,0,199,58,9381
908520,800,16,2,0,0,188,58,10043
908527,940,60,4,13,0,151,58,5921
908533,1740,46,56,0,1,199,24,5015
908550,1855,39,75,12,0,218,68,4623
908558,1845,39,4,14,0,189,58,6638
908570,815,42,2,6,1,165,29,809
908574,1000,25,23,16,0,189,70,6973
908576,2100,33,14,12,0,188,68,5926
908577,1510,73,4,15,1,199,58,5111
908603,515,41,13,8,0,59,68,5843
908606,850,21,86,14,0,48,38,9040
908608,145,55,10,14,1,199,36,560
908611,1820,50,56,19,0,158,37,7626
908625,750,14,56,15,0,199,58,5640
908628,1220,62,4,19,1,189,58,3062
908638,1800,14,18,15,0,151,58,5502
908639,1530,20,7,1,0,158,58,6732
908646,2100,26,4,6,0,182,58,3388
908659,2110,16,18,19,0,189,58,7893
908664,1725,44,2,1,0,199,24,4675
908672,100,44,56,3,0,189,58,1830
908678,1700,41,4,6,1,189,58,6889
908695,1755,22,2,14,0,199,66,6807
908713,1130,33,10,3,1,165,68,1118
908714,1320,11,4,16,1,73,58,7724
908720,1320,14,18,7,0,189,58,2554
908724,200,18,2,17,0,189,37,2251
908731,2310,29,2,6,1,165,29,6369
908734,2320,22,4,11,1,188,58,10112
908744,30,36,37,20,1,199,58,9368
908750,2330,38,56,15,1,199,24,2986
908758,300,29,36,4,0,151,58,1726
908760,400,33,56,9,1,199,24,4818
908761,1230,43,4,7,0,177,58,1958
908762,1820,39,4,0,0,199,58,9652
908764,620,20,37,17,0,71,58,6361
908777,1405,26,4,19,1,199,58,3233
908783,1715,36,37,8,0,165,58,1058
908788,1700,47,4,6,1,151,58,6448
908790,1140,45,2,3,0,199,25,7834
908795,1400,61,52,13,0,188,58,9130
908806,1020,60,80,14,1,165,68,3906
908808,400,30,37,14,0,48,58,708
908810,107,38,72,12,0,218,68,6935
908813,1810,28,56,5,0,158,58,4193
908816,1200,38,36,1,0,199,14,4777
908817,900,58,4,14,1,189,58,2574
908821,1615,25,14,9,0,199,68,3376
908822,735,48,3,7,1,182,38,10105
908824,1400,40,2,20,1,199,32,9820
908826,1,55,37,20,0,189,58,5345
908828,2205,36,4,17,0,189,58,5645
908830,2240,36,7,17,0,151,58,2532
908833,1100,35,4,17,0,151,58,7707
908835,100,35,64,6,1,199,68,10031
908843,1305,31,4,15,0,151,58,4524
908844,2240,25,56,14,1,3,21,9219
908850,2110,49,56,14,1,199,58,778
908861,1300,46,2,8,1,199,51,9593
908873,2055,30,37,15,0,188,58,3224
908877,500,21,80,12,0,199,68,8238
908880,1100,21,36,15,0,189,58,3429
908883,1800,37,10,14,1,199,51,9652
908884,1530,24,4,2,0,21,58,3284
908890,2320,32,75,12,0,218,68,5283
908894,1155,51,4,15,1,199,58,9670
908896,2340,42,4,6,1,165,58,6420
908899,2200,39,23,19,0,151,70,6967
908906,220,25,2,20,1,188,24,2093
908912,630,61,2,20,1,199,69,9573
908918,1430,20,4,0,0,189,58,3421
908919,2305,45,36,11,1,151,27,8715
908923,1435,43,10,11,1,199,68,10116
908927,1040,30,38,2,0,165,58,8866
908938,500,56,72,12,0,189,68,642
908941,1430,38,2,0,0,189,68,1752
908948,2055,22,37,14,0,189,58,958
908949,1130,45,37,11,0,189,58,4811
908959,1340,65,4,10,1,70,58,5852
908961,1930,30,10,0,1,199,28,6852
908971,1700,39,2,19,1,199,70,9752
908974,830,22,2,14,0,189,14,77
908980,1830,61,4,9,0,151,58,276
908990,320,59,2,14,0,199,66,693
908993,700,68,2,0,1,199,68,3695
909008,1100,17,42,15,0,164,58,10117
909015,1620,42,10,9,1,199,24,6168
909041,800,44,4,0,0,189,58,5632
909045,2000,28,37,1,1,151,58,4644
909048,110,30,37,9,0,163,58,8063
909050,1850,23,4,1,1,74,58,8090
909064,30,53,56,13,1,199,58,2350
909069,810,40,80,6,0,166,68,2962
909075,1200,66,13,18,0,189,68,8632
909093,1250,20,4,2,0,165,58,8899
909096,1500,4,24,17,0,189,58,7705
909100,1930,69,37,19,0,189,58,6373
909103,1915,14,10,15,1,99,66,6095
909108,1300,36,23,14,0,189,70,430
909112,1515,36,4,15,1,23,58,9381
909126,400,30,56,9,1,199,70,2350
909133,1545,58,4,8,1,151,58,7551
909134,300,29,56,13,0,151,24,9159
909141,1300,31,80,0,0,199,58,2485
909146,2220,62,80,11,0,223,58,1709
909150,1700,8,18,1,1,151,58,87
909151,545,36,56,6,1,188,58,9975
909152,2000,30,23,3,1,151,70,7817
909154,1710,49,4,0,0,199,58,9394
909160,1500,3,18,19,0,189,58,3332
909167,930,46,23,10,1,199,70,1703
909195,1145,46,37,0,0,189,58,3008
909198,1030,37,4,19,0,151,58,6252
909203,1545,41,10,13,1,158,21,9977
909205,1730,56,13,16,0,189,68,8237
909208,1600,57,56,15,0,199,58,8779
909209,840,17,4,9,0,164,58,9792
909212,1900,58,2,14,0,189,68,925
909216,2309,22,23,17,0,151,70,5866
909218,1237,26,4,11,1,165,58,5061
909221,500,43,56,17,0,199,58,10023
909222,1610,39,2,13,1,164,24,2649
909231,1030,26,37,4,0,151,58,109
909233,1700,38,4,14,1,151,58,8545
909235,150,33,10,16,1,189,27,6855
909244,1615,34,36,12,0,223,58,9533
909264,2200,35,4,16,1,80,58,3870
909275,1700,68,37,7,1,151,5,9063
909284,1900,37,4,12,0,21,58,1067
909289,1920,33,10,6,0,189,3,7451
909292,700,49,29,7,1,151,70,1949
909305,955,43,13,9,1,181,68,8675
909312,1150,27,4,12,0,151,58,928
909334,900,39,79,3,0,177,11,672
909336,2326,39,37,11,0,151,58,5392
909343,1141,28,23,12,1,199,70,530
909346,1845,29,2,19,1,199,56,9839
909347,2220,34,2,0,1,165,68,6980
909348,1450,44,23,11,1,160,70,3125
909350,1847,20,37,16,1,31,58,7192
909361,1955,70,4,11,1,165,58,6749
909366,1150,40,56,7,1,199,51,9164
909367,610,32,4,12,0,188,58,9728
909371,1400,39,37,0,0,199,58,3692
909372,2210,50,2,11,1,199,51,8116
909378,250,39,37,4,1,87,58,1251
909383,2340,31,2,3,1,151,24,638
909386,1000,19,4,15,0,151,58,4945
909394,430,39,37,2,0,189,58,3252
909398,1425,42,4,5,0,189,58,818
909399,300,19,37,6,0,189,58,6357
909400,1530,44,2,7,1,165,28,9105
909404,1400,60,56,15,1,164,58,5638
909408,1340,22,4,0,0,199,58,6205
909409,2340,33,2,14,1,188,51,4734
909414,1505,39,2,13,1,151,32,6706
909415,1500,7,18,19,1,151,4,3469
909426,1450,22,37,13,0,151,58,1257
909433,500,27,36,11,0,90,58,6749
909442,1600,15,17,13,1,199,58,10042
909449,1600,52,56,0,0,199,58,6332
909452,1506,23,4,9,1,57,58,10045
909453,1300,27,36,19,0,151,58,6291
909456,1400,38,56,1,0,131,58,6720
909461,2330,40,56,0,1,199,24,7638
909464,230,33,4,20,1,13,58,7373
909467,1230,65,2,11,0,151,68,327
909479,300,86,4,13,0,70,58,4697
909482,1900,30,2,0,1,189,56,7438
909496,1600,39,2,15,1,151,68,5489
909498,200,29,37,0,0,199,58,9278
909502,1200,38,29,4,1,189,70,2388
909513,1500,24,56,16,1,199,58,9200
909520,410,42,2,10,0,189,24,9847
909528,800,43,36,0,0,199,70,6479
909530,300,60,37,7,0,151,58,2296
909537,200,25,2,4,1,199,24,740
909540,900,48,80,12,1,188,68,6923
909544,2200,35,75,12,1,218,68,4623
909556,2140,27,10,15,1,199,70,8780
909560,950,32,44,0,0,189,70,8844
909562,2100,18,56,7,0,199,58,1991
909565,1515,55,2,14,1,199,28,8549
909566,520,24,37,9,0,189,58,4643
909568,1815,30,56,14,0,60,32,9654
909581,1728,37,37,0,0,151,58,7126
909593,45,35,2,0,1,165,24,7908
909596,2015,29,36,15,0,188,58,5242
909602,2200,54,37,7,0,189,58,9738
909608,2020,54,4,6,1,149,58,9906
909617,1324,34,56,9,0,181,51,8653
909623,1700,36,23,18,0,164,70,6599
909638,2245,49,2,15,1,189,58,1751
909639,2032,7,2,9,1,199,0,7261
909642,745,36,4,0,0,199,58,5900
909646,1045,43,4,4,1,189,58,2758
909651,1930,41,36,15,0,199,58,4473
909682,1054,70,10,4,1,164,66,4686
909690,1700,55,4,11,1,188,58,10041
909697,140,43,56,8,1,188,61,5886
909701,1500,34,4,11,1,151,58,3396
909709,2038,21,56,15,1,188,58,4384
909711,710,69,2,1,1,188,68,7394
909714,2115,31,4,7,1,165,58,2254
909716,1050,30,10,2,0,80,21,3497
909718,1800,45,36,17,0,151,58,2211
909721,2000,18,4,20,0,199,58,10097
909722,1915,21,4,4,1,80,58,6816
909729,315,28,37,6,1,223,58,6859
909733,2340,50,2,13,1,151,68,3027
909742,1630,11,23,2,0,189,70,664
909748,2345,22,37,4,0,151,58,233
909754,1710,52,4,10,1,199,58,2667
909755,130,45,56,0,0,199,58,204
909758,830,24,37,12,0,151,58,7259
909759,425,47,2,11,1,158,23,4841
909760,2100,66,4,6,1,188,58,9677
909763,2100,25,4,17,1,199,58,2536
909764,1445,31,2,9,1,199,0,9707
909770,530,56,23,5,1,151,70,3369
909772,2045,35,67,16,1,189,67,8211
909773,1930,35,4,14,1,199,58,2863
909778,1545,21,56,15,1,199,66,1745
909782,1900,22,43,0,0,158,58,6526
909786,2100,33,4,20,1,189,58,5978
909789,1525,19,4,14,1,77,58,548
909792,1035,25,7,14,0,188,58,9973
909799,1230,56,4,16,1,199,58,10039
909805,1100,60,75,12,1,218,68,6634
909811,1400,15,56,15,1,199,58,10042
909812,1300,23,7,5,0,113,58,3161
909813,2130,32,37,3,1,189,58,1580
909827,52,28,56,16,0,151,51,7222
909828,1110,50,23,15,0,151,70,6402
909829,300,17,4,11,1,188,58,8624
909839,200,33,37,0,0,189,58,5013
909847,1800,35,36,9,1,151,68,6645
909854,300,35,56,17,1,199,68,6971
909855,1600,37,56,11,0,188,24,10138
909869,845,59,10,7,1,188,24,2265
909880,2140,22,10,1,1,199,24,9340
909882,1015,30,7,11,0,151,58,8696
909894,1205,57,4,0,0,188,68,7785
909902,1830,18,3,9,1,188,37,5767
909906,240,48,36,4,0,189,58,3715
909915,1900,73,56,20,0,188,58,1716
909921,1720,35,37,2,0,199,58,3319
909925,1110,36,23,12,1,159,70,8327
909926,300,26,36,7,0,151,58,8799
909932,1005,50,3,4,1,49,68,5958
909936,1430,38,37,7,0,199,58,2335
909944,300,21,38,4,1,188,24,4360
909971,300,45,36,11,0,189,58,8721
909973,1325,41,56,18,1,199,24,9807
909984,1015,33,37,6,1,199,58,6977
909987,315,39,10,19,1,164,70,10055
909990,1925,24,4,20,1,199,58,5364
910010,1150,28,2,8,0,164,66,6449
910011,1915,22,37,0,0,189,58,2489
910021,900,48,56,17,0,60,38,7675
910030,2200,50,37,4,0,189,58,6027
910033,1713,60,36,0,1,151,68,3217
910034,1320,57,13,18,1,189,68,647
910036,1350,28,37,12,0,151,58,5140
910045,1130,33,37,4,0,189,58,2749
910060,2000,41,36,7,0,151,58,8210
910090,900,63,4,13,0,199,58,8695
910095,1200,23,23,0,0,189,70,2112
910102,1520,55,2,0,0,189,58,4904
910110,1900,21,56,7,1,28,24,2254
910116,2000,41,4,10,0,110,58,9283
910123,900,14,2,0,0,189,68,2484
910124,1315,19,81,12,0,218,68,4623
910127,2023,79,81,8,1,188,45,1491
910135,700,24,52,6,0,151,58,7226
910147,1430,27,2,1,1,199,28,113
910151,1910,29,37,3,1,189,58,1510
910157,2040,34,10,17,1,188,28,7675
910169,2157,50,2,14,1,189,66,8943
910183,1545,35,56,0,1,3,24,427
910201,1250,58,23,3,0,158,70,8575
910206,900,17,2,9,0,199,51,6983
910216,100,28,58,13,0,90,58,6619
910220,940,40,2,8,1,164,33,1502
910224,910,36,10,2,0,188,27,3859
910229,1300,68,4,16,0,151,58,3826
910231,730,37,37,20,1,151,58,6899
910232,1900,53,4,8,1,199,58,9412
910233,1400,61,16,13,0,189,39,3532
910241,2230,25,3,15,1,189,58,846
910248,2240,32,4,7,0,189,58,1855
910252,1500,54,67,12,1,48,68,9418
910254,15,19,4,15,0,189,58,5149
910267,710,32,75,12,0,218,68,5283
910277,745,20,37,7,0,6,58,936
910285,1115,26,56,8,1,136,58,6234
910291,950,49,56,9,1,199,37,1282
910306,1955,27,37,18,0,199,58,4933
910308,100,29,14,9,1,199,68,2377
910317,2030,48,43,20,1,151,58,6163
910318,1725,35,4,1,0,188,58,6591
910330,2230,27,37,0,0,189,58,1376
910332,1640,16,56,15,1,199,58,10117
910336,2300,28,4,13,0,151,58,2657
910337,730,82,72,12,0,218,68,5283
910340,1650,26,7,20,0,199,58,35
910344,1930,41,37,12,0,199,58,3529
910350,1600,18,37,9,0,189,58,6286
910353,900,33,80,15,1,211,68,3143
910366,1315,43,10,2,0,189,70,2628
910377,2145,41,56,0,0,199,58,8230
910388,1400,7,4,0,1,189,58,6796
910391,1,31,36,1,0,151,28,8142
910398,1200,9,18,4,1,189,4,382
910400,230,43,2,4,1,48,44,6813
910415,2000,37,75,12,0,218,68,7396
910433,2300,47,13,19,0,189,68,6554
910434,2300,54,37,3,0,48,58,9059
910436,2100,27,7,18,0,157,58,570
910438,30,23,10,18,0,151,3,3141
910441,2215,31,14,9,1,199,68,9652
910450,1600,36,2,14,0,145,58,1094
910464,1500,26,36,0,0,3,58,5063
910465,600,73,4,12,1,218,68,6634
910472,700,34,37,0,1,151,58,6458
910476,1600,55,10,1,1,72,24,7478
910478,1400,62,4,0,1,151,58,7135
910482,1800,43,23,14,1,3,36,8963
910483,1200,38,56,3,1,199,24,624
910487,2345,27,23,3,1,199,70,8301
910490,2008,65,4,16,1,199,58,9304
910500,815,47,4,19,0,199,68,3285
